quarter,as_on_date,symbol,company,sector,universe,fii_pct,dii_pct,source,updated_at
2025Q3,30-SEP-2025,IOB,Indian Overseas Bank,Banking,Midcap,0.31,2.3,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1586155_15122025072310_WEB.xml,2026-06-04T17:25:22+00:00
2025Q3,30-SEP-2025,IOC,Indian Oil Corporation Limited,Oil & Gas,Nifty Next 50,7.7,10.53,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1551755_17102025033338_WEB.xml,2026-05-22T16:53:01+00:00
2025Q3,30-SEP-2025,IPCALAB,IPCA Laboratories Limited,Pharma,Midcap,10.43,36.77,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1546998_14102025112310_WEB.xml,2026-06-04T17:25:27+00:00
2025Q3,30-SEP-2025,IRCTC,Indian Railway Catering And Tourism Corporation Limited,Consumer Services,Nifty Next 50,7.27,14.18,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1547941_14102025062416_WEB.xml,2026-05-22T16:53:09+00:00
2025Q3,30-SEP-2025,IRFC,Indian Railway Finance Corporation Limited,Financial Services,Nifty Next 50,0.97,1.49,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1550741_16102025062639_WEB.xml,2026-05-22T16:53:17+00:00
2025Q3,30-SEP-2025,ITC,ITC Limited,FMCG,Nifty 50,37.39,47.41,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1548894_15102025041116_WEB.xml,2026-05-22T17:00:14+00:00
2025Q3,30-SEP-2025,JINDALSTEL,JINDAL STEEL LIMITED,Metals,Nifty Next 50,9.43,18.74,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554939_21102025052302_WEB.xml,2026-05-22T16:53:25+00:00
2025Q3,30-SEP-2025,JIOFIN,Jio Financial Services Limited,Financial Services,Nifty Next 50,11.84,14.88,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1553908_18102025085542_WEB.xml,2026-05-22T16:53:33+00:00
2025Q3,30-SEP-2025,JSL,Jindal Stainless Limited,Metals,Midcap,21.42,7.08,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554706_21102025124004_WEB.xml,2026-06-04T17:25:32+00:00
2025Q3,30-SEP-2025,JSWSTEEL,JSW Steel Limited,Metals,Nifty 50,25.55,10.87,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554734_21102025013637_WEB.xml,2026-05-22T17:00:22+00:00
2025Q3,30-SEP-2025,JUBLFOOD,Jubilant Foodworks Limited,Consumer Services,Midcap,20.1,33.25,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1551929_17102025041353_WEB.xml,2026-06-04T17:25:37+00:00
2025Q3,30-SEP-2025,KOTAKBANK,Kotak Mahindra Bank Limited,Banking,Nifty 50,29.75,32.01,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1547521_14102025035311_WEB.xml,2026-05-22T17:00:31+00:00
2025Q3,30-SEP-2025,KPITTECH,KPIT Technologies Limited,IT,Midcap,14.31,23.9,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1547056_14102025115908_WEB.xml,2026-06-04T17:25:43+00:00
2025Q3,30-SEP-2025,LICHSGFIN,LIC Housing Finance Limited,Financial Services,Midcap,20.17,22.14,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1550038_16102025024406_WEB.xml,2026-06-04T17:25:48+00:00
2025Q3,30-SEP-2025,LICI,Life Insurance Corporation Of India,Insurance,Nifty Next 50,0.12,1.36,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552944_17102025091455_WEB.xml,2026-05-22T16:53:41+00:00
2025Q3,30-SEP-2025,LODHA,Lodha Developers Limited,Realty,Nifty Next 50,24.11,2.73,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1556169_24102025024747_WEB.xml,2026-05-22T16:53:49+00:00
2025Q3,30-SEP-2025,LT,Larsen & Toubro Limited,Infrastructure,Nifty 50,19.48,43.35,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1553430_18102025030437_WEB.xml,2026-05-22T17:00:39+00:00
2025Q3,30-SEP-2025,LTF,L&T Finance Limited,Financial Services,Midcap,6.41,14.32,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1574544_13112025103733_WEB.xml,2026-06-04T17:25:58+00:00
2025Q3,30-SEP-2025,LTTS,L&T Technology Services Limited,IT,Midcap,4.67,14.13,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554107_19102025053224_WEB.xml,2026-06-04T17:26:03+00:00
2025Q3,30-SEP-2025,LUPIN,Lupin Limited,Pharma,Midcap,20.49,26.55,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1551887_17102025040212_WEB.xml,2026-06-04T17:25:53+00:00
2025Q3,30-SEP-2025,M&M,Mahindra & Mahindra Limited,Auto,Nifty 50,38.04,29.96,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554546_20102025085104_WEB.xml,2026-05-22T17:00:47+00:00
2025Q3,30-SEP-2025,M&MFIN,Mahindra & Mahindra Financial Services Limited,Financial Services,Midcap,9.59,32.29,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552988_17102025105411_WEB.xml,2026-06-04T17:26:08+00:00
2025Q3,30-SEP-2025,MARICO,Marico Limited,FMCG,Nifty Next 50,24.21,11.99,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1550895_16102025071817_WEB.xml,2026-05-22T16:53:57+00:00
2025Q3,30-SEP-2025,MARUTI,Maruti Suzuki India Limited,Auto,Nifty 50,15.78,22.63,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1553079_18102025111337_WEB.xml,2026-05-22T17:00:55+00:00
2025Q3,30-SEP-2025,MFSL,Max Financial Services Limited,Insurance,Midcap,44.78,47.26,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1544065_10102025124708_WEB.xml,2026-06-04T17:26:14+00:00
2025Q3,30-SEP-2025,MGL,Mahanagar Gas Limited,Oil & Gas,Midcap,23.6,22.89,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1550857_16102025070144_WEB.xml,2026-06-04T17:26:20+00:00
2025Q3,30-SEP-2025,MOTHERSON,Samvardhana Motherson International Limited,Auto,Nifty Next 50,11.99,21.02,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552060_17102025044631_WEB.xml,2026-05-22T16:54:05+00:00
2025Q3,30-SEP-2025,MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services,Midcap,7.52,5.84,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554599_21102025032913_WEB.xml,2026-06-04T17:26:25+00:00
2025Q3,30-SEP-2025,MPHASIS,MphasiS Limited,IT,Midcap,18.52,37.07,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552713_17102025070929_WEB.xml,2026-06-04T17:26:31+00:00
2025Q3,30-SEP-2025,MRF,MRF Limited,Auto,Midcap,18.27,12.38,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1551499_17102025020308_WEB.xml,2026-06-04T17:26:36+00:00
2025Q3,30-SEP-2025,MUTHOOTFIN,Muthoot Finance Limited,Financial Services,Midcap,11.58,11.37,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1553587_18102025043231_WEB.xml,2026-06-04T17:26:42+00:00
2025Q3,30-SEP-2025,NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Midcap,7.64,12.96,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1628097_19022026092425_WEB.xml,2026-06-04T17:26:48+00:00
2025Q3,30-SEP-2025,NAUKRI,Info Edge (India) Limited,Consumer Services,Nifty Next 50,30.33,21.67,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1551777_17102025033729_WEB.xml,2026-05-22T16:54:13+00:00
2025Q3,30-SEP-2025,NESTLEIND,Nestle India Limited,FMCG,Nifty 50,9.82,11.77,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554174_19102025104320_WEB.xml,2026-05-22T17:01:03+00:00
2025Q3,30-SEP-2025,NHPC,NHPC Limited,Power,Nifty Next 50,10.05,10.55,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1547933_14102025062216_WEB.xml,2026-05-22T16:54:21+00:00
2025Q3,30-SEP-2025,NMDC,NMDC Limited,Mining,Nifty Next 50,13.04,14.39,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554903_21102025044925_WEB.xml,2026-05-22T16:54:29+00:00
2025Q3,30-SEP-2025,NTPC,NTPC Limited,Power,Nifty 50,16.4,28.94,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1551674_17102025031404_WEB.xml,2026-05-22T17:01:11+00:00
2025Q3,30-SEP-2025,NYKAA,FSN E-Commerce Ventures Limited,Consumer Services,Midcap,12.54,24.98,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552819_17102025073844_WEB.xml,2026-06-04T17:26:53+00:00
2025Q3,30-SEP-2025,OBEROIRLTY,Oberoi Realty Limited,Realty,Midcap,16.06,13.85,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1546719_13102025072346_WEB.xml,2026-06-04T17:26:59+00:00
2025Q3,30-SEP-2025,OFSS,Oracle Financial Services Software Limited,IT,Midcap,8.65,8.45,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1549689_16102025111723_WEB.xml,2026-06-04T17:27:04+00:00
2025Q3,30-SEP-2025,ONGC,Oil & Natural Gas Corporation Limited,Oil & Gas,Nifty 50,6.98,19.96,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554629_21102025110447_WEB.xml,2026-05-22T17:01:19+00:00
2025Q3,30-SEP-2025,PAGEIND,Page Industries Limited,Textiles,Midcap,23.21,29.24,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1550252_16102025040036_WEB.xml,2026-06-04T17:27:10+00:00
2025Q3,30-SEP-2025,PATANJALI,Patanjali Foods Limited,FMCG,Midcap,12.24,11.85,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1562325_31102025112249_WEB.xml,2026-06-04T17:27:15+00:00
2025Q3,30-SEP-2025,PAYTM,One 97 Communications Limited,Financial Services,Midcap,51.7,19.95,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1544885_10102025085357_WEB.xml,2026-06-04T17:27:21+00:00
2025Q3,30-SEP-2025,PERSISTENT,Persistent Systems Limited,IT,Midcap,21.23,30.6,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1546175_13102025041413_WEB.xml,2026-06-04T17:27:32+00:00
2025Q3,30-SEP-2025,PETRONET,Petronet LNG Limited,Oil & Gas,Midcap,28.03,11.65,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1545754_13102025124235_WEB.xml,2026-06-04T17:27:38+00:00
2025Q3,30-SEP-2025,PFC,Power Finance Corporation Limited,Financial Services,Nifty Next 50,18.84,16.03,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1546445_13102025053839_WEB.xml,2026-05-22T16:54:37+00:00
2025Q3,30-SEP-2025,PHOENIXLTD,The Phoenix Mills Limited,Realty,Midcap,33.45,15.47,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1547020_14102025113814_WEB.xml,2026-06-04T17:27:43+00:00
2025Q3,30-SEP-2025,PIDILITIND,Pidilite Industries Limited,Chemicals,Nifty Next 50,12.09,9.16,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552361_17102025055620_WEB.xml,2026-05-22T16:54:45+00:00
2025Q3,30-SEP-2025,PIIND,PI Industries Limited,Chemicals,Midcap,16.42,30.4,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1553533_18102025041253_WEB.xml,2026-06-04T17:27:48+00:00
2025Q3,30-SEP-2025,PNB,Punjab National Bank,Banking,Midcap,5.67,15.54,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1550390_16102025044015_WEB.xml,2026-06-04T17:27:53+00:00
2025Q3,30-SEP-2025,POLICYBZR,PB Fintech Limited,Financial Services,Midcap,43.64,26.62,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1553855_18102025071035_WEB.xml,2026-06-04T17:27:59+00:00
2025Q3,30-SEP-2025,POLYCAB,Polycab India Limited,Consumer Durables,Midcap,13.97,11.68,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1556152_24102025023357_WEB.xml,2026-06-04T17:28:04+00:00
2025Q3,30-SEP-2025,POWERGRID,Power Grid Corporation of India Limited,Power,Nifty 50,25.67,19.39,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1546357_13102025051056_WEB.xml,2026-05-22T17:01:28+00:00
2025Q3,30-SEP-2025,PRESTIGE,Prestige Estates Projects Limited,Realty,Midcap,15.75,20.68,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554767_21102025024102_WEB.xml,2026-06-04T17:28:10+00:00
2025Q3,30-SEP-2025,RECLTD,REC Limited,Financial Services,Nifty Next 50,17.97,15.86,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1547478_14102025033759_WEB.xml,2026-05-22T16:54:53+00:00
2025Q3,30-SEP-2025,RELIANCE,Reliance Industries Limited,Conglomerate,Nifty 50,18.65,20.33,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552885_17102025081647_WEB.xml,2026-05-22T17:01:36+00:00
2025Q3,30-SEP-2025,RVNL,Rail Vikas Nigam Limited,Infrastructure,Midcap,4.66,6.4,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554616_21102025103759_WEB.xml,2026-06-04T17:28:16+00:00
2025Q3,30-SEP-2025,SAIL,Steel Authority of India Limited,Metals,Midcap,3.76,18.09,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552023_17102025043928_WEB.xml,2026-06-04T17:28:21+00:00
2025Q3,30-SEP-2025,SBICARD,SBI Cards and Payment Services Limited,Financial Services,Nifty Next 50,10.1,17.76,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552360_17102025055559_WEB.xml,2026-05-22T16:55:02+00:00
2025Q3,30-SEP-2025,SBILIFE,SBI Life Insurance Company Limited,Insurance,Nifty 50,21.85,18.69,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1580780_28112025023712_WEB.xml,2026-05-22T17:01:44+00:00
2025Q3,30-SEP-2025,SBIN,State Bank of India,Banking,Nifty 50,9.57,27.78,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1550260_16102025040258_WEB.xml,2026-05-22T17:01:53+00:00
2025Q3,30-SEP-2025,SHREECEM,SHREE CEMENT LIMITED,Cement,Nifty Next 50,10.33,14.65,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1546148_13102025040249_WEB.xml,2026-05-22T16:55:10+00:00
2025Q3,30-SEP-2025,SHRIRAMFIN,Shriram Finance Limited,Financial Services,Nifty Next 50,49.61,18.66,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552080_17102025045216_WEB.xml,2026-05-22T16:55:18+00:00
2025Q3,30-SEP-2025,SIEMENS,Siemens Limited,Capital Goods,Nifty Next 50,7.0,8.05,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554434_20102025044615_WEB.xml,2026-05-22T16:55:26+00:00
2025Q3,30-SEP-2025,SOLARINDS,Solar Industries India Limited,Chemicals,Midcap,7.11,12.89,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1546072_13102025033700_WEB.xml,2026-06-04T17:28:27+00:00
2025Q3,30-SEP-2025,SONACOMS,Sona BLW Precision Forgings Limited,Auto,Midcap,23.46,40.13,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1548447_15102025120259_WEB.xml,2026-06-04T17:28:33+00:00
2025Q3,30-SEP-2025,SRF,SRF Limited,Chemicals,Midcap,17.98,19.53,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1543084_09102025124451_WEB.xml,2026-06-04T17:28:39+00:00
2025Q3,30-SEP-2025,SUNDARMFIN,Sundaram Finance Limited,Financial Services,Midcap,19.06,7.37,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1577634_18112025060402_WEB.xml,2026-06-04T17:28:45+00:00
2025Q3,30-SEP-2025,SUNPHARMA,Sun Pharmaceutical Industries Limited,Pharma,Nifty 50,16.55,20.23,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1549859_16102025124943_WEB.xml,2026-05-22T17:02:01+00:00
2025Q3,30-SEP-2025,SUPREMEIND,Supreme Industries Limited,Consumer Durables,Midcap,20.66,16.05,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1553594_18102025043454_WEB.xml,2026-06-04T17:28:50+00:00
2025Q3,30-SEP-2025,SUZLON,Suzlon Energy Limited,Power,Midcap,22.7,10.16,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1547532_14102025035635_WEB.xml,2026-06-04T17:28:56+00:00
2025Q3,30-SEP-2025,SWIGGY,Swiggy Limited,Consumer Services,Nifty Next 50,12.24,15.95,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1550753_16102025062956_WEB.xml,2026-05-22T16:55:34+00:00
2025Q3,30-SEP-2025,SYNGENE,Syngene International Limited,Pharma,Midcap,16.31,24.62,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554913_21102025045620_WEB.xml,2026-06-04T17:29:02+00:00
2025Q3,30-SEP-2025,TATACHEM,Tata Chemicals Limited,Chemicals,Midcap,13.74,22.18,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554530_20102025073105_WEB.xml,2026-06-04T17:29:07+00:00
2025Q3,30-SEP-2025,TATACOMM,Tata Communications Limited,Telecom,Midcap,13.61,19.03,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554781_21102025025327_WEB.xml,2026-06-04T17:29:13+00:00
2025Q3,30-SEP-2025,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,FMCG,Nifty 50,22.06,22.2,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554263_20102025120657_WEB.xml,2026-05-22T17:02:09+00:00
2025Q3,30-SEP-2025,TATAELXSI,Tata Elxsi Limited,IT,Midcap,12.53,10.38,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554847_21102025040144_WEB.xml,2026-06-04T17:29:18+00:00
2025Q3,30-SEP-2025,TATAPOWER,Tata Power Company Limited,Power,Nifty Next 50,10.19,16.66,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554672_21102025121546_WEB.xml,2026-05-22T16:55:42+00:00
2025Q3,30-SEP-2025,TATASTEEL,Tata Steel Limited,Metals,Nifty 50,17.78,27.09,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554483_20102025054016_WEB.xml,2026-05-22T17:02:19+00:00
2025Q3,30-SEP-2025,TCS,Tata Consultancy Services Limited,IT,Nifty 50,10.33,12.7,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554491_20102025054919_WEB.xml,2026-05-22T17:02:27+00:00
2025Q3,30-SEP-2025,TECHM,Tech Mahindra Limited,IT,Nifty 50,20.6,34.64,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554666_21102025115829_WEB.xml,2026-05-22T17:02:35+00:00
2025Q3,30-SEP-2025,TIINDIA,Tube Investments of India Limited,Auto,Midcap,25.44,17.71,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554673_21102025121550_WEB.xml,2026-06-04T17:29:24+00:00
2025Q3,30-SEP-2025,TITAN,Titan Company Limited,Consumer Goods,Nifty 50,16.11,14.16,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1551534_17102025022253_WEB.xml,2026-05-22T17:02:44+00:00
2025Q3,30-SEP-2025,TORNTPHARM,Torrent Pharmaceuticals Limited,Pharma,Midcap,15.92,9.28,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1546746_13102025073956_WEB.xml,2026-06-04T17:29:29+00:00
2025Q3,30-SEP-2025,TORNTPOWER,Torrent Power Limited,Power,Midcap,8.81,22.16,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1548083_14102025065535_WEB.xml,2026-06-04T17:29:34+00:00
2025Q3,30-SEP-2025,TRENT,Trent Limited,Retail,Nifty Next 50,16.82,19.98,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554875_21102025042609_WEB.xml,2026-05-22T16:55:51+00:00
2025Q3,30-SEP-2025,TVSMOTOR,TVS Motor Company Limited,Auto,Nifty Next 50,22.89,18.35,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554822_21102025033208_WEB.xml,2026-06-04T18:22:15+00:00
2025Q3,30-SEP-2025,ULTRACEMCO,UltraTech Cement Limited,Cement,Nifty 50,15.82,16.65,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1549868_16102025125409_WEB.xml,2026-05-22T17:02:52+00:00
2025Q3,30-SEP-2025,UNIONBANK,Union Bank of India,Banking,Midcap,7.86,11.71,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1550535_16102025052545_WEB.xml,2026-06-04T17:29:40+00:00
2025Q3,30-SEP-2025,UNITDSPR,United Spirits Limited,FMCG,Nifty Next 50,14.38,14.9,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554891_21102025043638_WEB.xml,2026-06-04T18:22:21+00:00
2025Q3,30-SEP-2025,UPL,UPL Limited,Chemicals,Nifty 50,39.88,17.16,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1547777_14102025052734_WEB.xml,2026-05-22T17:03:00+00:00
2025Q3,30-SEP-2025,VBL,Varun Beverages Limited,FMCG,Nifty Next 50,21.93,11.79,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1547567_14102025040822_WEB.xml,2026-06-04T18:22:26+00:00
2025Q3,30-SEP-2025,VEDL,Vedanta Limited,Metals,Nifty Next 50,11.08,16.24,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554721_21102025011503_WEB.xml,2026-06-04T18:22:31+00:00
2025Q3,30-SEP-2025,VOLTAS,Voltas Limited,Consumer Durables,Midcap,20.26,35.83,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554476_20102025053142_WEB.xml,2026-06-04T17:29:45+00:00
2025Q3,30-SEP-2025,WIPRO,Wipro Limited,IT,Nifty 50,10.81,7.88,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1553887_18102025082324_WEB.xml,2026-05-22T17:03:08+00:00
2025Q3,30-SEP-2025,YESBANK,Yes Bank Limited,Banking,Midcap,44.95,20.8,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1553889_18102025082536_WEB.xml,2026-05-22T16:49:19+00:00
2025Q3,30-SEP-2025,ZEEL,Zee Entertainment Enterprises Limited,Media,Midcap,25.42,14.03,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1551850_17102025035419_WEB.xml,2026-05-22T16:49:27+00:00
2025Q3,30-SEP-2025,ZYDUSLIFE,Zydus Lifesciences Limited,Pharma,Nifty Next 50,7.34,10.86,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1547838_14102025054828_WEB.xml,2026-06-04T18:22:37+00:00
2025Q4,31-DEC-2025,ABB,ABB India Limited,Capital Goods,Nifty Next 50,7.65,9.15,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1600045_13012026053718_WEB.xml,2026-05-22T16:49:34+00:00
2025Q4,31-DEC-2025,ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Midcap,5.83,14.67,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1594987_05012026045602_WEB.xml,2026-06-04T17:22:05+00:00
2025Q4,31-DEC-2025,ABFRL,Aditya Birla Fashion and Retail Limited,Retail,Midcap,18.37,7.89,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1607108_21012026042143_WEB.xml,2026-06-04T17:22:10+00:00
2025Q4,31-DEC-2025,ACC,ACC Limited,Cement,Midcap,5.99,21.38,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1597052_08012026070438_WEB.xml,2026-06-04T17:22:16+00:00
2025Q4,31-DEC-2025,ADANIENT,Adani Enterprises Limited,Conglomerate,Nifty 50,11.65,6.72,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1601303_15012026111512_WEB.xml,2026-06-04T18:22:42+00:00
2025Q4,31-DEC-2025,ADANIGREEN,Adani Green Energy Limited,Power,Nifty Next 50,11.42,4.31,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1601910_16012026110829_WEB.xml,2026-05-22T16:49:42+00:00
2025Q4,31-DEC-2025,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Infrastructure,Nifty 50,13.1,13.89,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1598335_11012026113757_WEB.xml,2026-06-04T18:22:47+00:00
2025Q4,31-DEC-2025,ADANIPOWER,Adani Power Limited,Power,Nifty Next 50,11.64,3.42,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1597182_09012026112628_WEB.xml,2026-05-22T16:49:51+00:00
2025Q4,31-DEC-2025,ALKEM,Alkem Laboratories Limited,Pharma,Midcap,9.97,21.54,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1599320_13012026111044_WEB.xml,2026-06-04T17:22:21+00:00
2025Q4,31-DEC-2025,AMBUJACEM,Ambuja Cements Limited,Cement,Nifty Next 50,5.8,19.85,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1598187_10012026033521_WEB.xml,2026-05-22T16:49:59+00:00
2025Q4,31-DEC-2025,APLAPOLLO,APL Apollo Tubes Limited,Metals,Midcap,33.12,19.91,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1598040_10012026115141_WEB.xml,2026-06-04T17:22:27+00:00
2025Q4,31-DEC-2025,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Nifty 50,43.54,21.51,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1595494_06012026034140_WEB.xml,2026-06-04T18:22:52+00:00
2025Q4,31-DEC-2025,ASHOKLEY,Ashok Leyland Limited,Auto,Midcap,24.41,13.73,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1612779_29012026025157_WEB.xml,2026-06-04T17:22:32+00:00
2025Q4,31-DEC-2025,ASIANPAINT,Asian Paints Limited,Consumer Goods,Nifty 50,12.78,21.14,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1604886_19012026081432_WEB.xml,2026-06-04T18:22:57+00:00
2025Q4,31-DEC-2025,ASTRAL,Astral Limited,Consumer Durables,Midcap,15.21,19.54,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1604685_19012026063016_WEB.xml,2026-06-04T17:22:37+00:00
2025Q4,31-DEC-2025,ATGL,Adani Total Gas Limited,Oil & Gas,Nifty Next 50,12.81,6.25,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1598289_10012026062618_WEB.xml,2026-05-22T16:50:07+00:00
